"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"IVCEU2KI","journalArticle","2020","Masiello, Caroline Ann; Berhe, Asmeret Asefaw","First interactions with the hydrologic cycle determine pyrogenic carbon's fate in the Earth system","Earth Surface Processes and Landforms","","1096-9837","10.1002/esp.4925","https://onlinelibrary.wiley.com/doi/abs/10.1002/esp.4925","Fires produce an aromatic particulate residue commonly referred to as pyrogenic carbon (PyC). Particulate PyC is low density, high porosity, and is predominantly deposited on the soil surface in post-fire landscapes. These characteristics create a material that is prone to mobility, both vertically down the soil profile and laterally across the landscape even in low-relief landforms. Because of its tendency for lateral mobilization, we argue here that PyC's first interaction with water determines its environmental fate and persistence, not its interactions with soil minerals or microbes. PyC's first interactions with water determine: the amount of PyC that will enter the soil profile and experience microbial and geochemical alterations, whether it will be buried in depositional environments and stored on the landscape, or if it will be transported to streams and eventually to the ocean. Here we posit that this crucial first interaction with the hydrologic cycle occurs on the timescale of days to weeks, and therefore supersedes microbial decomposition as the primary control on PyC's environmental persistence. © 2020 John Wiley & Sons, Ltd.","2020","2022-12-01 02:15:48","2022-12-01 02:15:48","2022-12-01 02:15:47","2394-2398","","10","45","","","","","","","","","","en","","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/esp.4925","","C:\Users\guer310\Zotero\storage\LKNA229I\Masiello and Berhe - 2020 - First interactions with the hydrologic cycle deter.pdf; C:\Users\guer310\Zotero\storage\ESCM8JPN\esp.html","","","charcoal; pyrogenic carbon; erosion; PyC residence time","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BARQR6UE","journalArticle","2020","Sánchez-García, Carmen; Oliveira, Bruna R. F.; Keizer, Jan Jacob; Doerr, Stefan H.; Urbanek, Emilia","Water repellency reduces soil CO2 efflux upon rewetting","Science of The Total Environment","","0048-9697","10.1016/j.scitotenv.2019.135014","https://www.sciencedirect.com/science/article/pii/S0048969719350065","Carbon dioxide (CO2) efflux from soil represents one of the biggest ecosystem carbon (C) fluxes and high-magnitude pulses caused by rainfall make a substantial contribution to the overall C emissions. It is widely accepted that the drier the soil, the larger the CO2 pulses will be, but this notion has never been tested for water-repellent soils. Soil water repellency (SWR) is a common feature of many soils and is especially prominent after dry periods or fires. An important unanswered question is to what degree SWR affects common assumptions about soil CO2 dynamics. To address this, our study investigates, for the first time, the effect of SWR on the CO2 pulse upon wetting for water-repellent soils from recently burned forest sites. CO2 efflux measurements in response to simulated wetting were conducted both under laboratory and in situ conditions. Experiments were conducted on severely and extremely water-repellent soils, with a wettable scenario simulated by adding a wetting agent to the water. CO2 efflux upon rewetting was significantly lower in the water-repellent scenarios. Under laboratory conditions, CO2 pulse was up to four times lower under the water-repellent scenario as a result of limited wetting, with 70% of applied water draining rapidly via preferential flow paths, leaving much of the soil dry. We suggest that the predominant cause of the lower CO2 pulse in water-repellent soils was the smaller volume of pores in which the CO2 was replaced by infiltrating water, compared to wettable soil. This study shows that SWR should be considered as an important factor when measuring or predicting the CO2 flush upon rewetting of dry soils. Although this study focused mainly on short-term effects of rewetting on CO2 fluxes, the overall implications of SWR on physical changes in soil conditions can be long lasting, with overall larger consequences for C dynamics.","2020-03-15","2022-12-01 02:15:23","2022-12-01 02:15:23","2022-12-01 02:15:23","135014","","","708","","Science of The Total Environment","","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\guer310\Zotero\storage\RD43YBTP\Sánchez-García et al. - 2020 - Water repellency reduces soil CO2 efflux upon rewe.pdf; C:\Users\guer310\Zotero\storage\WER7H8VD\S0048969719350065.html","","","Climate change; Birch effect; Hydrophobicity; Rain pulses; Wetting; Wildfire","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MC3L2EAL","webpage","","","Can wildland fire management alter 21st‐century subalpine fire and forests in Grand Teton National Park, Wyoming, USA? - Hansen - 2020 - Ecological Applications - Wiley Online Library","","","","","https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/eap.2030?casa_token=ov56-vcdz8kAAAAA%3AW13Mc3mlgOyNADPt-chyZHz_1nbAMel_0OEzvCAEqbUEVYsQGvpt_nSFvkkoxKBCRbpNzHYCteSJHA","","","2022-12-01 02:14:47","2022-12-01 02:14:47","2022-12-01 02:14:47","","","","","","","","","","","","","","","","","","","","","","","C:\Users\guer310\Zotero\storage\NPYDDENF\eap.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YESKFV4C","journalArticle","2017","Seidl, Rupert","To Model or not to Model, That is no Longer the Question for Ecologists","Ecosystems","","1435-0629","10.1007/s10021-016-0068-x","https://doi.org/10.1007/s10021-016-0068-x","Here, I argue that we should abandon the division between “field ecologists” and “modelers,” and embrace modeling and empirical research as two powerful and often complementary approaches in the toolbox of 21st century ecologists, to be deployed alone or in combination depending on the task at hand. As empirical research has the longer tradition in ecology, and modeling is the more recent addition to the methodological arsenal, I provide both practical and theoretical reasons for integrating modeling more deeply into ecosystem research. Empirical research has epistemological priority over modeling; however, that is, for models to realize their full potential, and for modelers to wield this power wisely, empirical research is of fundamental importance. Combining both methodological approaches or forming “super ties” with colleagues using different methods are promising pathways to creatively exploit the methodological possibilities resulting from increasing computing power. To improve the proficiency of the growing group of model users and ensure future innovation in model development, we need to increase the modeling literacy among ecology students. However, an improved training in modeling must not curtail education in basic ecological principles and field methods, as these skills form the foundation for building and applying models in ecology.","2017-03-01","2022-12-01 02:14:19","2022-12-01 02:14:19","2022-12-01 02:14:19","222-228","","2","20","","Ecosystems","","","","","","","","en","","","","","Springer Link","","","","C:\Users\guer310\Zotero\storage\MBSEX6AY\Seidl - 2017 - To Model or not to Model, That is no Longer the Qu.pdf","","","computer simulation; ecological megatrends; ecosystem modeling; education in ecology; model development; philosophy of science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KU6NMR4C","journalArticle","2019","McWethy, David B.; Schoennagel, Tania; Higuera, Philip E.; Krawchuk, Meg; Harvey, Brian J.; Metcalf, Elizabeth C.; Schultz, Courtney; Miller, Carol; Metcalf, Alexander L.; Buma, Brian; Virapongse, Arika; Kulig, Judith C.; Stedman, Richard C.; Ratajczak, Zak; Nelson, Cara R.; Kolden, Crystal","Rethinking resilience to wildfire","Nature Sustainability","","2398-9629","10.1038/s41893-019-0353-8","https://www.nature.com/articles/s41893-019-0353-8","Record-breaking fire seasons are becoming increasingly common worldwide, and large wildfires are having extraordinary impacts on people and property, despite years of investments to support social–ecological resilience to wildfires. This has prompted new calls for land management and policy reforms as current land and fire management approaches have been unable to effectively respond to the rapid changes in climate and development patterns that strongly control fire behaviour and continue to exacerbate the risks and hazards to human communities. Promoting social–ecological resilience in rapidly changing, fire-susceptible landscapes requires adoption of multiple perspectives of resilience, extending beyond ‘basic resilience’ (or bouncing back to a similar state) to include ‘adaptive resilience’ and ‘transformative resilience’, which require substantial and explicit changes to social–ecological systems. Clarifying these different perspectives and identifying where they will be most effective helps prioritize efforts to better coexist with wildfire in an increasingly flammable world.","2019-09","2022-12-01 02:13:24","2022-12-01 02:13:24","2022-12-01 02:13:24","797-804","","9","2","","Nat Sustain","","","","","","","","en","2019 Springer Nature Limited","","","","www.nature.com","","Number: 9 Publisher: Nature Publishing Group","","C:\Users\guer310\Zotero\storage\AGXB7FVT\s41893-019-0353-8.html","","","Climate-change impacts; Fire ecology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QCD24H8H","journalArticle","2018","Hallema, Dennis W.; Sun, Ge; Caldwell, Peter V.; Norman, Steven P.; Cohen, Erika C.; Liu, Yongqiang; Bladon, Kevin D.; McNulty, Steven G.","Burned forests impact water supplies","Nature Communications","","2041-1723","10.1038/s41467-018-03735-6","https://www.nature.com/articles/s41467-018-03735-6","Wildland fire impacts on surface freshwater resources have not previously been measured, nor factored into regional water management strategies. But, large wildland fires are increasing and raise concerns about fire impacts on potable water. Here we synthesize long-term records of wildland fire, climate, and river flow for 168 locations across the United States. We show that annual river flow changed in 32 locations, where more than 19% of the basin area was burned. Wildland fires enhanced annual river flow in the western regions with a warm temperate or humid continental climate. Wildland fires increased annual river flow most in the semi-arid Lower Colorado region, in spite of frequent droughts in this region. In contrast, prescribed burns in the subtropical Southeast did not significantly alter river flow. These extremely variable outcomes offer new insights into the potential role of wildfire and prescribed fire in regional water resource management, under a changing climate.","2018-04-10","2022-12-01 02:12:52","2022-12-01 02:12:52","2022-12-01 02:12:52","1307","","1","9","","Nat Commun","","","","","","","","en","2018 The Author(s)","","","","www.nature.com","","Number: 1 Publisher: Nature Publishing Group","","C:\Users\guer310\Zotero\storage\NBSJZ4SN\Hallema et al. - 2018 - Burned forests impact water supplies.pdf; C:\Users\guer310\Zotero\storage\WQJTHHBG\s41467-018-03735-6.html","","","Hydrology; Environmental impact; Water resources; Natural hazards","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U7BYHTUZ","journalArticle","2020","Anderegg, William R. L.; Trugman, Anna T.; Badgley, Grayson; Anderson, Christa M.; Bartuska, Ann; Ciais, Philippe; Cullenward, Danny; Field, Christopher B.; Freeman, Jeremy; Goetz, Scott J.; Hicke, Jeffrey A.; Huntzinger, Deborah; Jackson, Robert B.; Nickerson, John; Pacala, Stephen; Randerson, James T.","Climate-driven risks to the climate mitigation potential of forests","Science","","","10.1126/science.aaz7005","https://www.science.org/doi/full/10.1126/science.aaz7005","Forests have considerable potential to help mitigate human-caused climate change and provide society with many cobenefits. However, climate-driven risks may fundamentally compromise forest carbon sinks in the 21st century. Here, we synthesize the current understanding of climate-driven risks to forest stability from fire, drought, biotic agents, and other disturbances. We review how efforts to use forests as natural climate solutions presently consider and could more fully embrace current scientific knowledge to account for these climate-driven risks. Recent advances in vegetation physiology, disturbance ecology, mechanistic vegetation modeling, large-scale ecological observation networks, and remote sensing are improving current estimates and forecasts of the risks to forest stability. A more holistic understanding and quantification of such risks will help policy-makers and other stakeholders effectively use forests as natural climate solutions.","2020-06-19","2022-12-01 02:12:08","2022-12-01 02:12:08","2022-12-01 02:12:08","eaaz7005","","6497","368","","","","","","","","","","","","","","","science.org (Atypon)","","Publisher: American Association for the Advancement of Science","","C:\Users\guer310\Zotero\storage\JHYHYB9X\Anderegg et al. - 2020 - Climate-driven risks to the climate mitigation pot.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2XNECUTG","journalArticle","2022","Anderegg, William R. L.; Wu, Chao; Acil, Nezha; Carvalhais, Nuno; Pugh, Thomas A. M.; Sadler, Jon P.; Seidl, Rupert","A climate risk analysis of Earth’s forests in the 21st century","Science","","","10.1126/science.abp9723","https://www.science.org/doi/full/10.1126/science.abp9723","Earth’s forests harbor extensive biodiversity and are currently a major carbon sink. Forest conservation and restoration can help mitigate climate change; however, climate change could fundamentally imperil forests in many regions and undermine their ability to provide such mitigation. The extent of climate risks facing forests has not been synthesized globally nor have different approaches to quantifying forest climate risks been systematically compared. We combine outputs from multiple mechanistic and empirical approaches to modeling carbon, biodiversity, and disturbance risks to conduct a synthetic climate risk analysis for Earth’s forests in the 21st century. Despite large uncertainty in most regions we find that some forests are consistently at higher risk, including southern boreal forests and those in western North America and parts of the Amazon.","2022-09-02","2022-12-01 02:11:32","2022-12-01 02:11:32","2022-12-01 02:11:32","1099-1103","","6610","377","","","","","","","","","","","","","","","science.org (Atypon)","","Publisher: American Association for the Advancement of Science","","C:\Users\guer310\Zotero\storage\8B9FFZQF\Anderegg et al. - 2022 - A climate risk analysis of Earth’s forests in the .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BXX2N8BF","journalArticle","2018","Richter, Daniel D.; Billings, Sharon A.; Groffman, Peter M.; Kelly, Eugene F.; Lohse, Kathleen A.; McDowell, William H.; White, Timothy S.; Anderson, Suzanne; Baldocchi, Dennis D.; Banwart, Steve; Brantley, Susan; Braun, Jean J.; Brecheisen, Zachary S.; Cook, Charles W.; Hartnett, Hilairy E.; Hobbie, Sarah E.; Gaillardet, Jerome; Jobbagy, Esteban; Jungkunst, Hermann F.; Kazanski, Clare E.; Krishnaswamy, Jagdish; Markewitz, Daniel; O'Neill, Katherine; Riebe, Clifford S.; Schroeder, Paul; Siebe, Christina; Silver, Whendee L.; Thompson, Aaron; Verhoef, Anne; Zhang, Ganlin","Ideas and perspectives: Strengthening the biogeosciences in environmental research networks","Biogeosciences","","1726-4189","10.5194/bg-15-4815-2018","https://bg.copernicus.org/articles/15/4815/2018/","Long-term environmental research networks are one approach to advancing local, regional, and global environmental science and education. A remarkable number and wide variety of environmental research networks operate around the world today. These are diverse in funding, infrastructure, motivating questions, scientiﬁc strengths, and the sciences that birthed and maintain the networks. Some networks have individual sites that were selected because they had produced invaluable long-term data, while other networks have new sites selected to span ecological gradients. However, all long-term environmental networks share two challenges. Networks must keep pace with scientiﬁc advances and interact with both the scientiﬁc community and society at large. If networks fall short of successfully addressing these challenges, they risk becoming irrelevant. The objective of this paper is to assert that the biogeosciences offer environmental research networks a number of opportunities to expand scientiﬁc impact and public engagement. We explore some of these opportunities with four networks: the International Long-Term Ecological Research Network programs (ILTERs), critical zone observatories (CZOs), Earth and ecological observatory networks (EONs), and the FLUXNET program of eddy ﬂux sites. While these networks were founded and expanded by interdisciplinary scientists, the preponderance of expertise and funding has gravitated activities of ILTERs and EONs toward ecology and biology, CZOs toward the Earth sciences and geology, and FLUXNET toward ecophysiology and micrometeorology. Our point is not to homogenize networks, nor to diminish disciplinary science. Rather, we argue that by more fully incorporating the integration of biology and geology in long-term environmental research networks, scientists can better leverage network assets, keep pace with the ever-changing science of the environment, and engage with larger scientiﬁc and public audiences.","2018-08-15","2022-12-01 02:17:12","2022-12-01 02:17:12","2022-12-01 02:17:12","4815-4832","","15","15","","Biogeosciences","Ideas and perspectives","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\guer310\Zotero\storage\CVD9GS6V\Richter et al. - 2018 - Ideas and perspectives Strengthening the biogeosc.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YPW2WJFS","journalArticle","2008","Battin, Tom J.; Kaplan, Louis A.; Findlay, Stuart; Hopkinson, Charles S.; Marti, Eugenia; Packman, Aaron I.; Newbold, J. Denis; Sabater, Francesc","Biophysical controls on organic carbon fluxes in fluvial networks","Nature Geoscience","","1752-0908","10.1038/ngeo101","https://www.nature.com/articles/ngeo101","Rivers may be efficient environments for metabolizing terrestrial organic carbon that was previously thought to be recalcitrant, owing to pockets that provide geophysical opportunities by retaining material for longer, and to the adaptation of microbial communities, which has enabled them to exploit the energy that escapes upstream ecosystems.","2008-02","2022-12-01 02:18:07","2022-12-01 02:18:07","2022-12-01 02:18:07","95-100","","2","1","","Nature Geosci","","","","","","","","en","2008 Nature Publishing Group","","","","www.nature.com","","Number: 2 Publisher: Nature Publishing Group","","C:\Users\guer310\Zotero\storage\85675GBZ\Battin et al. - 2008 - Biophysical controls on organic carbon fluxes in f.pdf; C:\Users\guer310\Zotero\storage\4MCKYCZN\ngeo101.html","","","Geochemistry; Earth Sciences; Earth System Sciences; general; Geology; Geophysics/Geodesy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TP2SLR4Q","journalArticle","2013","Brookhouse, Matthew T.; Farquhar, Graham D.; Roderick, Michael L.","The impact of bushfires on water yield from south-east Australia's ash forests","Water Resources Research","","1944-7973","10.1002/wrcr.20351","https://onlinelibrary.wiley.com/doi/abs/10.1002/wrcr.20351","Widespread disturbance within forested catchments typically increases runoff. However, following widespread fire in 1939 throughout south-east Australia, Kuczera (1987) reported persistent reductions in runoff that were attributed to increased evapotranspiration from regenerating “ash” forests. Kuczera projected ongoing reductions of water yield for ∼150 years. In 2003, widespread fire in the headwaters of the Murray-Darling Basin (MDB) again stimulated extensive regeneration of ash forests, raising the prospect of subsequent water yield reductions. To understand the potential impact of the 2003 bushfires, we re-evaluated yield reductions from three of the catchments originally studied by Kuczera using the same calibration period. We also used an expanded prefire calibration period (1908–1938) based on data not originally available to Kuczera. The trend of postfire water yield that we observed in 1939-affected catchments is qualitatively consistent with Kuczera's projections, but the quantitative details were, as expected, sensitive to the prefire calibration period used. We then used a simplified method to examine a further five ash-dominated catchments affected by the 2003 fires. We report relative reductions in mean annual stream flow in all five catchments and a statistically significant (α = 0.05) postfire reduction in one of five catchments. Postfire yield reductions during the austral summer (October to April) were greater in relative magnitude in all five catchments and were statistically significant (α = 0.05) in three of five catchments. We conclude that a postbushfire Kuczera-type response may be widespread in regenerating ash forests. On that basis, we anticipate postfire yield reductions in ash forests elsewhere and conclude that further reductions in stream flow are likely in the MDB for at least another decade.","2013","2022-12-01 02:19:22","2022-12-01 02:19:22","2022-12-01 02:19:22","4493-4505","","7","49","","","","","","","","","","en","","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/wrcr.20351","","C:\Users\guer310\Zotero\storage\VQYWQISC\Brookhouse et al. - 2013 - The impact of bushfires on water yield from south-.pdf; C:\Users\guer310\Zotero\storage\FZ6K9WSJ\wrcr.html","","","runoff; water yield; Kuczera; MDB; Melbourne; stream flow","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UBF3U2LN","journalArticle","1987","Kuczera, George","Prediction of water yield reductions following a bushfire in ash-mixed species eucalypt forest","Journal of Hydrology","","0022-1694","10.1016/0022-1694(87)90054-0","https://www.sciencedirect.com/science/article/pii/0022169487900540","Previous work on long-term yield trends following the 1939 bushfire in mountain ash eucalypt catchments near Melbourne concluded that a relationship exists between the age of the ash forest and average annual streamflow yield. In the light of additional hydrologic and forest data, this study reassesses and extends the earlier work. A two-parameter model of the long-term yield trend following a bushfire is proposed. It is shown to satisfactorily fit rainfall-runoff data for eight catchments affected by the 1939 fires. In addition, the fits confirm earlier findings of significant yield reductions and, moreover, suggest possible recovery in yields. Despite insufficient hydrologic data to confirm these recovery trends, forest age and composition data indicate that recovery in yield should be practically complete by the time the ash forest reaches maturity (about 100–150 yr after regeneration). The yield trend model is consistent with this information. Using a generalized least squares approach, regional models for the long-term yield trend parameters Lmax (the maximum yield reduction) and log K (the response time) are developed. Unlike an earlier regional model only one forest parameter, namely the percentage of 1939 regrowth ash, was found to be significant in the prediction of Lmax. A simple simulation model based on the regional models is then developed enabling evaluation of the effect of future bushfire (and logging) on catchment yield. This was used to resolve contradictory conclusions about the significance of yield trends in the O'Shannassy catchment where the effect of fires prior to 1939 was shown to obscure the yield trends due to the 1939 fire. In addition, the simulation model was used to illustrate the potential vulnerability of Melbourne's water supply to a major bushfire.","1987-10-30","2022-12-01 02:24:06","2022-12-01 02:24:06","2022-12-01 02:24:06","215-236","","3","94","","Journal of Hydrology","","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\guer310\Zotero\storage\A8U8MH55\0022169487900540.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DWZ55MXP","journalArticle","2018","Santín, Cristina; Otero, Xose L.; Doerr, Stefan H.; Chafer, Chris J.","Impact of a moderate/high-severity prescribed eucalypt forest fire on soil phosphorous stocks and partitioning","Science of The Total Environment","","0048-9697","10.1016/j.scitotenv.2017.10.116","https://www.sciencedirect.com/science/article/pii/S0048969717328267","This study examines the direct impact of a moderate/high-severity prescribed fire on phosphorous (P) stocks and partitioning in oligotrophic soils of a dry eucalypt forest within Sydney's water supply catchments, Australia. We also quantify and characterize the P present in the ash produced in this fire, and explore its relationships with the maximum temperatures recorded in the litter layer during the burn. In these oligotrophic soils, P concentrations were already relatively low before the fire (<130mgkg−1, mainly in organic forms). The fire consumed the entire litter layer and the thin Oa soil horizon, creating 6.3±3.1tha−1 of ash, and resulted into direct net P losses of ~7kgha−1. The P lost was mostly organic and there was a moderate net gain of inorganic and non-reactive P forms. Importantly, only a small proportion of the post-fire P was bioavailable (equivalent to ~3% of the total P lost during fire). Higher total P concentrations in ash corresponded with higher maximum temperatures (>650°C) recorded in the burning litter layer, but effects of fire temperature on ash P partitioning were not significant. Fire not only transformed P chemically, but also physically. Our results show that, immediately after fire, up to 2kgha−1 of P was present in the ash layer and, therefore, highly erodible and susceptible to be transported off-site by wind- and water erosion. Even if most of this P was, initially, of low bioavailability, its transfer to depositional environments with different geochemical conditions (e.g. anoxic sediments in water reservoirs) can alter its geochemical forms and availability. Further investigation of potential P transformations off-site is therefore essential, particularly given that SE-Australian water supply catchments are subject to recurrent perturbation by prescribed fire and wildfires. The latter have already resulted in major algal blooms in water supply reservoirs.","2018-04-15","2022-12-01 02:25:29","2022-12-01 02:25:29","2022-12-01 02:25:29","1103-1114","","","621","","Science of The Total Environment","","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\guer310\Zotero\storage\4GQ47U2M\Santín et al. - 2018 - Impact of a moderatehigh-severity prescribed euca.pdf; C:\Users\guer310\Zotero\storage\ZX6NH9NY\S0048969717328267.html","","","Algal blooms; Ash; Bioavailable phosphorus; Fuel reduction burn; Organic phosphorus; P NMR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A8EDU3UN","journalArticle","2010","Fleckenstein, Jan H.; Krause, Stefan; Hannah, David M.; Boano, Fulvio","Groundwater-surface water interactions: New methods and models to improve understanding of processes and dynamics","Advances in Water Resources","","0309-1708","10.1016/j.advwatres.2010.09.011","https://www.sciencedirect.com/science/article/pii/S0309170810001739","Interest in groundwater (GW)-surface water (SW) interactions has grown steadily over the last two decades. New regulations such as the EU Water Framework Directive (WFD) now call for a sustainable management of coupled ground- and surface water resources and linked ecosystems. Embracing this mandate requires new interdisciplinary research on GW-SW systems that addresses the linkages between hydrology, biogeochemistry and ecology at nested scales and specifically accounts for small-scale spatial and temporal patterns of GW-SW exchange. Methods to assess these patterns such as the use of natural tracers (e.g. heat) and integrated surface-subsurface numerical models have been refined and enhanced significantly in recent years and have improved our understanding of processes and dynamics. Numerical models are increasingly used to explore hypotheses and to develop new conceptual models of GW-SW interactions. New technologies like distributed temperature sensing (DTS) allow an assessment of process dynamics at unprecedented spatial and temporal resolution. These developments are reflected in the contributions to this Special Issue on GW-SW interactions. However, challenges remain in transferring process understanding across scales.","2010-11-01","2022-12-01 16:43:04","2022-12-01 16:43:04","2022-12-01 16:43:04","1291-1295","","11","33","","Advances in Water Resources","Groundwater-surface water interactions","Special Issue on ground water-surface water interactions","","","","","","en","","","","","ScienceDirect","","","","C:\Users\guer310\Zotero\storage\MZHE2SRH\Fleckenstein et al. - 2010 - Groundwater-surface water interactions New method.pdf; C:\Users\guer310\Zotero\storage\L79KVEQW\S0309170810001739.html","","","Groundwater-surface water interactions; River-aquifer exchange","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IQA5ANZU","journalArticle","2014","Boano, F.; Harvey, J. W.; Marion, A.; Packman, A. I.; Revelli, R.; Ridolfi, L.; Wörman, A.","Hyporheic flow and transport processes: Mechanisms, models, and biogeochemical implications","Reviews of Geophysics","","1944-9208","10.1002/2012RG000417","https://onlinelibrary.wiley.com/doi/abs/10.1002/2012RG000417","Fifty years of hyporheic zone research have shown the important role played by the hyporheic zone as an interface between groundwater and surface waters. However, it is only in the last two decades that what began as an empirical science has become a mechanistic science devoted to modeling studies of the complex fluid dynamical and biogeochemical mechanisms occurring in the hyporheic zone. These efforts have led to the picture of surface-subsurface water interactions as regulators of the form and function of fluvial ecosystems. Rather than being isolated systems, surface water bodies continuously interact with the subsurface. Exploration of hyporheic zone processes has led to a new appreciation of their wide reaching consequences for water quality and stream ecology. Modern research aims toward a unified approach, in which processes occurring in the hyporheic zone are key elements for the appreciation, management, and restoration of the whole river environment. In this unifying context, this review summarizes results from modeling studies and field observations about flow and transport processes in the hyporheic zone and describes the theories proposed in hydrology and fluid dynamics developed to quantitatively model and predict the hyporheic transport of water, heat, and dissolved and suspended compounds from sediment grain scale up to the watershed scale. The implications of these processes for stream biogeochemistry and ecology are also discussed.","2014","2022-12-01 16:48:29","2022-12-01 16:48:29","2022-12-01 16:48:29","603-679","","4","52","","","Hyporheic flow and transport processes","","","","","","","en","","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/2012RG000417","","C:\Users\guer310\Zotero\storage\H9IUGYAB\Boano et al. - 2014 - Hyporheic flow and transport processes Mechanisms.pdf; C:\Users\guer310\Zotero\storage\N2PLT6NT\2012RG000417.html","","","groundwater; hyporheic; river; stream-aquifer; surface water; sw-gw interactions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DIY3Z26K","journalArticle","2013","Hurrell, James W.; Holland, M. M.; Gent, P. R.; Ghan, S.; Kay, Jennifer E.; Kushner, P. J.; Lamarque, J.-F.; Large, W. G.; Lawrence, D.; Lindsay, K.; Lipscomb, W. H.; Long, M. C.; Mahowald, N.; Marsh, D. R.; Neale, R. B.; Rasch, P.; Vavrus, S.; Vertenstein, M.; Bader, D.; Collins, W. D.; Hack, J. J.; Kiehl, J.; Marshall, S.","The Community Earth System Model: A Framework for Collaborative Research","Bulletin of the American Meteorological Society","","","10.1175/BAMS-D-12-00121.1","https://journals.ametsoc.org/view/journals/bams/94/9/bams-d-12-00121.1.xml","The Community Earth System Model (CESM) is a flexible and extensible community tool used to investigate a diverse set of Earth system interactions across multiple time and space scales. This global coupled model significantly extends its predecessor, the Community Climate System Model, by incorporating new Earth system simulation capabilities. These comprise the ability to simulate biogeochemical cycles, including those of carbon and nitrogen, a variety of atmospheric chemistry options, the Greenland Ice Sheet, and an atmosphere that extends to the lower thermosphere. These and other new model capabilities are enabling investigations into a wide range of pressing scientific questions, providing new foresight into possible future climates and increasing our collective knowledge about the behavior and interactions of the Earth system. Simulations with numerous configurations of the CESM have been provided to phase 5 of the Coupled Model Intercomparison Project (CMIP5) and are being analyzed by the broad community of scientists. Additionally, the model source code and associated documentation are freely available to the scientific community to use for Earth system studies, making it a true community tool. This article describes this Earth system model and its various possible configurations, and highlights a number of its scientific capabilities.","2013-09-01","2022-12-01 17:10:37","2022-12-01 17:10:37","2022-12-01 17:10:37","1339-1360","","9","94","","","The Community Earth System Model","","","","","","","EN","","","","","journals.ametsoc.org","","Publisher: American Meteorological Society Section: Bulletin of the American Meteorological Society","","C:\Users\guer310\Zotero\storage\2W4JR6YK\Hurrell et al. - 2013 - The Community Earth System Model A Framework for .pdf; C:\Users\guer310\Zotero\storage\9KEED88Q\journals$002fbams$002f94$002f9$002fbams-d-12-00121.1.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
