pressing_q,pathway_q,roadblock_q,Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
T,F,F,6PI9U82E,journalArticle,2016,"Marlon, Jennifer R.; Kelly, Ryan; Daniau, Anne-Laure; Vannière, Boris; Power, Mitchell J.; Bartlein, Patrick; Higuera, Philip; Blarquez, Olivier; Brewer, Simon; Brücher, Tim; Feurdean, Angelica; Romera, Graciela Gil; Iglesias, Virginia; Maezumi, S. Yoshi; Magi, Brian; Courtney Mustaphi, Colin J.; Zhihai, Tonishtan",Reconstructions of biomass burning from sediment-charcoal records to improve data–model comparisons,Biogeosciences,,1726-4170,10.5194/bg-13-3225-2016,https://bg.copernicus.org/articles/13/3225/2016/,"The location, timing, spatial extent, and frequency of wildfires are changing rapidly in many parts of the world, producing substantial impacts on ecosystems, people, and potentially climate. Paleofire records based on charcoal accumulation in sediments enable modern changes in biomass burning to be considered in their long-term context. Paleofire records also provide insights into the causes and impacts of past wildfires and emissions when analyzed in conjunction with other paleoenvironmental data and with fire models. Here we present new 1000-year and 22 000-year trends and gridded biomass burning reconstructions based on the Global Charcoal Database version 3 (GCDv3), which includes 736 charcoal records (57 more than in version 2). The new gridded reconstructions reveal the spatial patterns underlying the temporal trends in the data, allowing insights into likely controls on biomass burning at regional to global scales. In the most recent few decades, biomass burning has sharply increased in both hemispheres but especially in the north, where charcoal fluxes are now higher than at any other time during the past 22 000 years. We also discuss methodological issues relevant to data–model comparisons and identify areas for future research. Spatially gridded versions of the global data set from GCDv3 are provided to facilitate comparison with and validation of global fire simulations.",6/3/16,4/12/23 20:54,4/12/23 20:54,4/12/23 20:54,3225-3244,,11,13,,,,,,,,,,English,,,,,Copernicus Online Journals,,Publisher: Copernicus GmbH,,C:\Users\guer310\Zotero\storage\JRKRJ5CF\Marlon et al. - 2016 - Reconstructions of biomass burning from sediment-c.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T,F,F,GIXM77VU,journalArticle,2004,"Masiello, C.A.",New directions in black carbon organic geochemistry,Marine Chemistry,,3044203,10.1016/j.marchem.2004.06.043,https://linkinghub.elsevier.com/retrieve/pii/S0304420304002051,"In the past 30 years, the field of black carbon (BC) research has expanded broadly, stretching from its traditional core in the atmospheric sciences into oceanography, soil science, and even anthropology. Results produced in this period of expansion have been exciting: BC has been detected in many important geochemical pools, and interesting new research directions open as we learn about the role of this byproduct of biomass burning in the carbon cycle. Especially important research directions will be the quantification of BC loss processes (both biotic and abiotic), measurement of BC decomposition products in environmentally relevant reservoirs, and exploration of the interactions between BC and its host organo-mineral matrix, including the role of BC in pedogenesis.",2004-12,4/14/23 5:50,4/14/23 5:50,4/14/23 5:50,201-213,,4-Jan,92,,Marine Chemistry,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\guer310\Zotero\storage\ACAZGIYI\Masiello - 2004 - New directions in black carbon organic geochemistr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T,F,F,F8B2S8VH,journalArticle,2020,"Masiello, Caroline Ann; Berhe, Asmeret Asefaw",First interactions with the hydrologic cycle determine pyrogenic carbon's fate in the Earth system,Earth Surface Processes and Landforms,,1096-9837,10.1002/esp.4925,https://onlinelibrary.wiley.com/doi/abs/10.1002/esp.4925,"Fires produce an aromatic particulate residue commonly referred to as pyrogenic carbon (PyC). Particulate PyC is low density, high porosity, and is predominantly deposited on the soil surface in post-fire landscapes. These characteristics create a material that is prone to mobility, both vertically down the soil profile and laterally across the landscape even in low-relief landforms. Because of its tendency for lateral mobilization, we argue here that PyC's first interaction with water determines its environmental fate and persistence, not its interactions with soil minerals or microbes. PyC's first interactions with water determine: the amount of PyC that will enter the soil profile and experience microbial and geochemical alterations, whether it will be buried in depositional environments and stored on the landscape, or if it will be transported to streams and eventually to the ocean. Here we posit that this crucial first interaction with the hydrologic cycle occurs on the timescale of days to weeks, and therefore supersedes microbial decomposition as the primary control on PyC's environmental persistence. © 2020 John Wiley & Sons, Ltd.",2020,4/14/23 5:50,4/14/23 5:50,4/14/23 5:50,2394-2398,,10,45,,,,,,,,,,en,,,,,Wiley Online Library,,_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/esp.4925,,C:\Users\guer310\Zotero\storage\ZLJPEWEI\Masiello and Berhe - 2020 - First interactions with the hydrologic cycle deter.pdf; C:\Users\guer310\Zotero\storage\8TDEKQLK\esp.html,,,charcoal; pyrogenic carbon; erosion; PyC residence time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,F,T,JKCHTQLG,journalArticle,2020,"Matosziuk, Lauren M.; Gallo, Adrian; Hatten, Jeff; Bladon, Kevin D.; Ruud, Danica; Bowman, Maggie; Egan, Jessica; Heckman, Kate; SanClements, Michael; Strahm, Brian; Weiglein, Tyler",Short-Term Effects of Recent Fire on the Production and Translocation of Pyrogenic Carbon in Great Smoky Mountains National Park,Frontiers in Forests and Global Change,,2624-893X,,https://www.frontiersin.org/articles/10.3389/ffgc.2020.00006,"Fire affects the quantity and quality of soil organic matter (SOM). While combustion of the O-horizon causes direct losses of SOM, fire also transforms the remaining SOM into a spectrum of thermally altered organic matter. Pyrogenic carbon (PyC) can resist degradation and may have important effects on soil carbon cycling. The objectives of this study are to examine the mobility of PyC. Studying the effects of wildfire is challenging due to the rapid post-fire changes in the ecosystem and lack of robust controls. We overcame those limitations by examining the Chimney Tops 2 Fire which burned 4,617 ha of the Great Smoky Mountains National Park (GRSMNP), including a National Ecological Observatory Network (NEON) site, in November 2016. We examined PyC in soils from three time points from an area burned at low-severity (pre-, immediate post-, and 11 months post-fire) and two time points from areas burned at lower to higher severity (immediate post- and 11 months post-fire). At locations with pre-fire soil samples we found that PyC increased in the O-horizon (2.22 g BPCA/kg soil) after low severity fire, which resulted in higher PyC concentrations at 5–10 cm (0.73 g BPCA/kg soil and 17.79 g BPCA/kg C) and 10–20 cm (12.19 g BPCA/kg C) of depth in the mineral soil. Sites burned at higher severity had more PyC in the O horizon relative to sites burned at lower severity (10.29 g BPCA/kg soil and 29.89 g BPCA/kg C). As a result of higher concentrations of PyC in the O-horizons burned at higher severity, statistically more PyC moved from the O-horizon to the 0–10 cm horizon from immediate to 1-year post-fire (1.37 g BPCA/kg soil and 16.10 g BPCA/kg C). Lastly, the depth profile of C and BPCA suggest a shift in the source and amount of PyC in these soil profiles over time—possibly as a result of fire suppression. Results indicate that low severity fire may be an important mechanism by which PyC is produced and transported into mineral soils.",2020,4/12/23 21:14,4/12/23 21:14,4/12/23 21:14,,,,3,,,,,,,,,,,,,,,Frontiers,,,,C:\Users\guer310\Zotero\storage\K7LWDBBM\Matosziuk et al. - 2020 - Short-Term Effects of Recent Fire on the Productio.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T,F,F,3Y3AW3XR,journalArticle,2019,"McCullough, Ian M.; Cheruvelil, Kendra Spence; Lapierre, Jean-François; Lottig, Noah R.; Moritz, Max A.; Stachelek, Jemma; Soranno, Patricia A.",Do lakes feel the burn? Ecological consequences of increasing exposure of lakes to fire in the continental United States,Global Change Biology,,1365-2486,10.1111/gcb.14732,https://onlinelibrary.wiley.com/doi/abs/10.1111/gcb.14732,"Wildfires are becoming larger and more frequent across much of the United States due to anthropogenic climate change. No studies, however, have assessed fire prevalence in lake watersheds at broad spatial and temporal scales, and thus it is unknown whether wildfires threaten lakes and reservoirs (hereafter, lakes) of the United States. We show that fire activity has increased in lake watersheds across the continental United States from 1984 to 2015, particularly since 2005. Lakes have experienced the greatest fire activity in the western United States, Southern Great Plains, and Florida. Despite over 30 years of increasing fire exposure, fire effects on fresh waters have not been well studied; previous research has generally focused on streams, and most of the limited lake-fire research has been conducted in boreal landscapes. We therefore propose a conceptual model of how fire may influence the physical, chemical, and biological properties of lake ecosystems by synthesizing the best available science from terrestrial, aquatic, fire, and landscape ecology. This model also highlights emerging research priorities and provides a starting point to help land and lake managers anticipate potential effects of fire on ecosystem services provided by fresh waters and their watersheds.",2019,4/14/23 5:52,4/14/23 5:52,4/14/23 5:52,2841-2854,,9,25,,,Do lakes feel the burn?,,,,,,,en,,,,,Wiley Online Library,,_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/gcb.14732,,C:\Users\guer310\Zotero\storage\F8W6DRY5\McCullough et al. - 2019 - Do lakes feel the burn Ecological consequences of.pdf; C:\Users\guer310\Zotero\storage\8G43A4HP\gcb.html,,,wildfire; climate change; watershed; burn severity; LAGOS; MTBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,F,T,WFMGT4UZ,journalArticle,2009,"McIver, James; Youngblood, Andrew; Stephens, Scott L.",The national Fire and Fire Surrogate study: ecological consequences of fuel reduction methods in seasonally dry forests1,Ecological Applications,,1939-5582,10.1890/07-1785.1,https://onlinelibrary.wiley.com/doi/abs/10.1890/07-1785.1,"This Invited Feature focuses on the U.S. national Fire and Fire Surrogate study (FFS), a multi-site multidisciplinary research project that evaluates the ecological consequences of prescribed fire and its mechanical surrogates, treatments that are intended to reduce fire risk and restore resiliency in seasonally dry forests. A comprehensive national FFS study is needed because no large comparative studies have been conducted on alternative fuel reduction methods, even though these methods have been in widespread use by forest management agencies for many years in an effort to mitigate forest conditions that are undesirable and unsustainable. In particular, structure and composition of forests that once experienced frequent, low–moderate-intensity fire regimes have been altered by fire suppression or exclusion, livestock grazing, and preferential harvest of large-diameter trees. These practices have increased tree density, decreased overall tree size, changed species composition, and increased fuel loads. Conservative estimates place over 10 million hectares of forests in the United States in an elevated fire hazard condition, and much of this land area is widely thought to need some form of active management such as prescribed fire, mechanical treatments, or both.",2009,4/13/23 20:35,4/13/23 20:36,4/13/23 20:35,283-284,,2,19,,,The national Fire and Fire Surrogate study,,,,,,,en,,,,,Wiley Online Library,,_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1890/07-1785.1,,C:\Users\guer310\Zotero\storage\72EAK8GW\McIver et al. - 2009 - The national Fire and Fire Surrogate study ecolog.pdf; C:\Users\guer310\Zotero\storage\PTYABH8N\07-1785.html,,,prescribed fire; wildfire; fuel management; mixed conifer; fire hazards; fire policy; forest resistance; hardwoods; ponderosa pine; thinning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T,F,F,9YWHK8LJ,journalArticle,2017,"McKenzie, Donald; Littell, Jeremy S.",Climate change and the eco-hydrology of fire: Will area burned increase in a warming western USA?,Ecological Applications,,1939-5582,10.1002/eap.1420,https://onlinelibrary.wiley.com/doi/abs/10.1002/eap.1420,"Wildfire area is predicted to increase with global warming. Empirical statistical models and process-based simulations agree almost universally. The key relationship for this unanimity, observed at multiple spatial and temporal scales, is between drought and fire. Predictive models often focus on ecosystems in which this relationship appears to be particularly strong, such as mesic and arid forests and shrublands with substantial biomass such as chaparral. We examine the drought–fire relationship, specifically the correlations between water-balance deficit and annual area burned, across the full gradient of deficit in the western USA, from temperate rainforest to desert. In the middle of this gradient, conditional on vegetation (fuels), correlations are strong, but outside this range the equivalence hotter and drier equals more fire either breaks down or is contingent on other factors such as previous-year climate. This suggests that the regional drought–fire dynamic will not be stationary in future climate, nor will other more complex contingencies associated with the variation in fire extent. Predictions of future wildfire area therefore need to consider not only vegetation changes, as some dynamic vegetation models now do, but also potential changes in the drought–fire dynamic that will ensue in a warming climate.",2017,4/14/23 5:53,4/14/23 5:53,4/14/23 5:53,26-36,,1,27,,,Climate change and the eco-hydrology of fire,,,,,,,en,,,,,Wiley Online Library,,_eprint: https://esajournals.onlinelibrary.wiley.com/doi/pdf/10.1002/eap.1420,,C:\Users\guer310\Zotero\storage\R6VKSN32\McKenzie and Littell - 2017 - Climate change and the eco-hydrology of fire Will.pdf; C:\Users\guer310\Zotero\storage\EA6ATEHX\eap.html,,,climate change; ecosections; lagged response; negative feedback; nonstationarity; water-balance deficit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T,T,T,D5QMKTDI,journalArticle,2020,"McLauchlan, Kendra K.; Higuera, Philip E.; Miesel, Jessica; Rogers, Brendan M.; Schweitzer, Jennifer; Shuman, Jacquelyn K.; Tepley, Alan J.; Varner, J. Morgan; Veblen, Thomas T.; Adalsteinsson, Solny A.; Balch, Jennifer K.; Baker, Patrick; Batllori, Enric; Bigio, Erica; Brando, Paulo; Cattau, Megan; Chipman, Melissa L.; Coen, Janice; Crandall, Raelene; Daniels, Lori; Enright, Neal; Gross, Wendy S.; Harvey, Brian J.; Hatten, Jeff A.; Hermann, Sharon; Hewitt, Rebecca E.; Kobziar, Leda N.; Landesmann, Jennifer B.; Loranty, Michael M.; Maezumi, S. Yoshi; Mearns, Linda; Moritz, Max; Myers, Jonathan A.; Pausas, Juli G.; Pellegrini, Adam F. A.; Platt, William J.; Roozeboom, Jennifer; Safford, Hugh; Santos, Fernanda; Scheller, Robert M.; Sherriff, Rosemary L.; Smith, Kevin G.; Smith, Melinda D.; Watts, Adam C.",Fire as a fundamental ecological process: Research advances and frontiers,Journal of Ecology,,1365-2745,10.1111/1365-2745.13403,https://onlinelibrary.wiley.com/doi/abs/10.1111/1365-2745.13403,"Fire is a powerful ecological and evolutionary force that regulates organismal traits, population sizes, species interactions, community composition, carbon and nutrient cycling and ecosystem function. It also presents a rapidly growing societal challenge, due to both increasingly destructive wildfires and fire exclusion in fire-dependent ecosystems. As an ecological process, fire integrates complex feedbacks among biological, social and geophysical processes, requiring coordination across several fields and scales of study. Here, we describe the diversity of ways in which fire operates as a fundamental ecological and evolutionary process on Earth. We explore research priorities in six categories of fire ecology: (a) characteristics of fire regimes, (b) changing fire regimes, (c) fire effects on above-ground ecology, (d) fire effects on below-ground ecology, (e) fire behaviour and (f) fire ecology modelling. We identify three emergent themes: the need to study fire across temporal scales, to assess the mechanisms underlying a variety of ecological feedbacks involving fire and to improve representation of fire in a range of modelling contexts. Synthesis: As fire regimes and our relationships with fire continue to change, prioritizing these research areas will facilitate understanding of the ecological causes and consequences of future fires and rethinking fire management alternatives.",2020,4/12/23 21:20,4/12/23 21:20,4/12/23 21:20,2047-2069,,5,108,,,Fire as a fundamental ecological process,,,,,,,en,,,,,Wiley Online Library,,_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/1365-2745.13403,,C:\Users\guer310\Zotero\storage\79DHYGEQ\McLauchlan et al. - 2020 - Fire as a fundamental ecological process Research.pdf; C:\Users\guer310\Zotero\storage\C3E3LNKS\1365-2745.html,,,climate; Earth System models; fire regime; fuels; plant traits; prescribed fire; vegetation; wildfire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,F,T,C8XIV7RW,journalArticle,2013,"McNutt, Marcia",Improving Scientific Communication,Science,,,10.1126/science.1246449,https://www.science.org/doi/10.1126/science.1246449,"Even the most brilliant scientific discovery, if not communicated widely and accurately, is of little value. And with the explosion of science around the globe, the dissemination of scientific information, once the purview of learned societies and a handful of publishers, is now a growth industry. This growth has attracted new models and new providers of services. In the process, the standards for scientific communication are slipping (see the special section on Communication in Science beginning on p. 56). The science community must explore new ways to improve upon them.",10/4/13,4/13/23 20:34,4/13/23 20:34,4/13/23 20:34,13-13,,6154,342,,,,,,,,,,,,,,,science.org (Atypon),,Publisher: American Association for the Advancement of Science,,C:\Users\guer310\Zotero\storage\8XNY2BVL\McNutt - 2013 - Improving Scientific Communication.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T,F,F,Y5GPTSPY,conferencePaper,2016,"McShea, W.; Davies, S.; Bhumpakphan, N.",The ecology and conservation of seasonally dry forests in Asia,,,,,https://www.semanticscholar.org/paper/The-ecology-and-conservation-of-seasonally-dry-in-McShea-Davies/a5e9b144ef0d7f33edba14a3d70205c4d74bab0b,"The ecology and conservation of seasonally dry forests in Asia , The ecology and conservation of seasonally dry forests in Asia , مرکز فناوری اطلاعات و اطلاع رسانی کشاورزی",2/15/16,4/14/23 15:25,4/14/23 15:25,4/14/23 15:25,,,,,,,,,,,,,,,,,,,Semantic Scholar,,,,,https://www.semanticscholar.org/paper/The-ecology-and-conservation-of-seasonally-dry-in-McShea-Davies/a5e9b144ef0d7f33edba14a3d70205c4d74bab0b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T,T,F,XX2XPZL7,journalArticle,2019,"McWethy, David B.; Schoennagel, Tania; Higuera, Philip E.; Krawchuk, Meg; Harvey, Brian J.; Metcalf, Elizabeth C.; Schultz, Courtney; Miller, Carol; Metcalf, Alexander L.; Buma, Brian; Virapongse, Arika; Kulig, Judith C.; Stedman, Richard C.; Ratajczak, Zak; Nelson, Cara R.; Kolden, Crystal",Rethinking resilience to wildfire,Nature Sustainability. doi: 10.1038/s41893-019-0353-8.,,,10.1038/s41893-019-0353-8,https://www.fs.usda.gov/research/treesearch/58436,,2019,4/14/23 12:51,4/14/23 12:51,4/14/23 12:51,,,,,,,,,,,,,,en,,,,,www.fs.usda.gov,,,,C:\Users\guer310\Zotero\storage\LVPHNBHV\McWethy et al. - 2019 - Rethinking resilience to wildfire.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T,F,F,BVD3Z88C,journalArticle,2017,"Moody, John A.",Residence times and alluvial architecture of a sediment superslug in response to different flow regimes,Geomorphology,,0169-555X,10.1016/j.geomorph.2017.04.012,https://www.sciencedirect.com/science/article/pii/S0169555X1631131X,"A superslug was deposited in a basin in the Colorado Front Range Mountains as a consequence of an extreme flood following a wildfire disturbance in 1996. The subsequent evolution of this superslug was measured by repeat topographic surveys (31 surveys from 1996 through 2014) of 18 cross sections approximately uniformly spaced over 1500m immediately above the basin outlet. These surveys allowed the identification within the superslug of chronostratigraphic units deposited and eroded by different geomorphic processes in response to different flow regimes. Over the time period of the study, the superslug went through aggradation, incision, and stabilization phases that were controlled by a shift in geomorphic processes from generally short-duration, episodic, large-magnitude floods that deposited new chronostratigraphic units to long-duration processes that eroded units. These phases were not contemporaneous at each channel cross section, which resulted in a complex response that preserved different chronostratigraphic units at each channel cross section having, in general, two dominant types of alluvial architecture—laminar and fragmented. Age and transit-time distributions for these two alluvial architectures evolved with time since the extreme flood. Because of the complex shape of the distributions they were best modeled by two-parameter Weibull functions. The Weibull scale parameter approximated the median age of the distributions, and the Weibull shape parameter generally had a linear relation that increased with time since the extreme flood. Additional results indicated that deposition of new chronostratigraphic units can be represented by a power-law frequency distribution, and that the erosion of units decreases with depth of burial to a limiting depth. These relations can be used to model other situations with different flow regimes where vertical aggradation and incision are dominant processes, to predict the residence time of possible contaminated sediment stored in channels or on floodplains, and to provide insight into the interpretation of recent or ancient fluvial deposits.",10/1/17,4/14/23 12:52,4/14/23 12:52,4/14/23 12:52,40-57,,,294,,Geomorphology,,Anthropogenic Sedimentation,,,,,,en,,,,,ScienceDirect,,,,C:\Users\guer310\Zotero\storage\VGTWK88K\Moody - 2017 - Residence times and alluvial architecture of a sed.pdf; C:\Users\guer310\Zotero\storage\4JTA7IVS\S0169555X1631131X.html,,,Age-distributions; Chronostratigraphic units; Disturbances; Evolution; Geomorphic processes; Transit-time distributions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,F,T,F6XK9YWW,journalArticle,2013,"Moody, John A.; Shakesby, Richard A.; Robichaud, Peter R.; Cannon, Susan H.; Martin, Deborah A.",Current research issues related to post-wildfire runoff and erosion processes,Earth-Science Reviews. 122: 10-37.,,,10.1016/j.earscirev.2013.03.004,https://www.fs.usda.gov/research/treesearch/43826,,2013,4/14/23 12:54,4/14/23 12:54,4/14/23 12:54,Oct-37,,,,,,,,,,,,,en,,,,,www.fs.usda.gov,,,,C:\Users\guer310\Zotero\storage\C3GUI252\Moody et al. - 2013 - Current research issues related to post-wildfire r.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T,F,F,Q9AQJVIC,journalArticle,2018,"Murphy, Sheila F.; McCleskey, R. Blaine; Martin, Deborah A.; Writer, Jeffrey H.; Ebel, Brian A.","Fire, Flood, and Drought: Extreme Climate Events Alter Flow Paths and Stream Chemistry",Journal of Geophysical Research: Biogeosciences,,2169-8961,10.1029/2017JG004349,https://onlinelibrary.wiley.com/doi/abs/10.1029/2017JG004349,"Extreme climate events—such as hurricanes, droughts, extreme precipitation, and wildfires—have the potential to alter watershed processes and stream response. Yet due to the destructive and hazardous nature and unpredictability of such events, capturing their hydrochemical signal is challenging. A 5-year postwildfire study of stream chemistry in the Fourmile Creek watershed, Colorado Front Range, USA, focused on high-frequency storm sampling. During the study, the watershed was impacted by three additional extreme climate events—drought and two periods of extreme rainfall totals. These events altered concentration-discharge relationships in ways that elucidate how hydrologic flow paths and source material availability affect stream water chemistry. Reduced infiltration after wildfire led to overland flow during thunderstorms, which conveyed ash and soil into streams. This resulted in elevated stream concentrations of constituents elevated in ash—Ca, K, Mg, alkalinity, and dissolved organic carbon—along with sediment and nitrate. Subsurface flow paths were bypassed, leading to low concentrations of Na and SiO2, which are bedrock derived and not elevated in ash. During drought conditions, when stream discharge was <20% of average, concentrations of sediment, dissolved organic carbon, and Ca fell below average concentrations, but SiO2 did not. Extreme rainfall totals saturated the subsurface and led to prolonged elevated stream discharge. Concentration-discharge relationships for bedrock-derived constituents, such as Ca and SiO2, were altered in that time period, while those for dissolved organic carbon were not. Previous disturbances, including historical mining, also affect stream chemistry, and water-quality impairment can be exacerbated by extreme climate events.",2018,4/14/23 12:55,4/14/23 12:55,4/14/23 12:55,2513-2526,,8,123,,,"Fire, Flood, and Drought",,,,,,,en,,,,,Wiley Online Library,,_eprint: https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2017JG004349,,"C:\Users\guer310\Zotero\storage\3G3UTNHS\Murphy et al. - 2018 - Fire, Flood, and Drought Extreme Climate Events A.pdf; C:\Users\guer310\Zotero\storage\3W57X2GH\2017JG004349.html",,,wildfire; drought; Colorado Front Range; concentration-discharge relationships; extreme climate events; flood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T,F,F,UC7U8BFP,journalArticle,1997,"Naegeli, Markus W.; Uehlinger, Urs",Contribution of the Hyporheic Zone to Ecosystem Metabolism in a Prealpine Gravel-Bed-River,Journal of the North American Benthological Society,,0887-3593,10.2307/1468172,https://www.jstor.org/stable/1468172,"The hyporheic zone is assumed to be an important site for decomposition and nutrient turnover in many river ecosystems. We determined ecosystem respiration, hyporheic community respiration, and respiration of the epilithic community at the sediment surface in the Necker, a gravel-bed river, during August 1994. Ecosystem respiration, assessed using single-station diel oxygen curves, varied between 4.6 and 7.0 g O<sub>2</sub> m<sup>-2</sup> d<sup>-1</sup>. To estimate the respiration of the epilithic community, stones were collected from the surface layer and enclosed in flow-through respiration chambers. The respiration of the epilithic community (mainly algae) ranged from 1.0 to 1.5 g O<sub>2</sub> m<sup>-2</sup> d<sup>-1</sup>, contributing 4-19% of the river ecosystem respiration. Two different methods were used for measuring hyporheic community respiration. First, chambers were incubated at 30 cm sediment depth for direct assessment of respiration rates. Respiration rates of the hyporheic sediment were measured using a closed chamber system and extrapolated for comparison over 0.5 m and 1 m sediment depth. Second, the difference between whole-ecosystem respiration and respiration of the epilithic community was used for calculating the hyporheic contribution. Hyporheic respiration rates ranged from 3.9 to 5.9 g O<sub>-2</sub> m<sup>2</sup> d<sup>-1</sup>, contributing 76-96% of ecosystem respiration.",1997,4/14/23 12:59,4/14/23 12:59,4/14/23 12:59,794-804,,4,16,,,,,,,,,,,,,,,JSTOR,,"Publisher: [University of Chicago Press, Society for Freshwater Science]",,C:\Users\guer310\Zotero\storage\EV982Z2N\Naegeli and Uehlinger - 1997 - Contribution of the Hyporheic Zone to Ecosystem Me.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,T,F,IC45Y4VM,journalArticle,2021,"Neris, Jonay; Santin, Cristina; Lew, Roger; Robichaud, Peter R.; Elliot, William J.; Lewis, Sarah A.; Sheridan, Gary; Rohlfs, Ann-Marie; Ollivier, Quinn; Oliveira, Lorena; Doerr, Stefan H.",Designing tools to predict and mitigate impacts on water quality following the Australian 2019/2020 wildfires: Insights from Sydney's largest water supply catchment,Integrated Environmental Assessment and Management,,1551-3793,10.1002/ieam.4406,https://onlinelibrary.wiley.com/doi/abs/10.1002/ieam.4406,"The 2019/2020 Australian bushfires (or wildfires) burned the largest forested area in Australia's recorded history, with major socio-economic and environmental consequences. Among the largest fires was the 280 000 ha Green Wattle Creek Fire, which burned large forested areas of the Warragamba catchment. This protected catchment provides critical ecosystem services for Lake Burragorang, one of Australia's largest urban supply reservoirs delivering 85% of the water used in Greater Sydney. Water New South Wales (WaterNSW) is the utility responsible for managing water quality in Lake Burragorang. Its postfire risk assessment, done in collaboration with researchers in Australia, the UK, and United States, involved (i) identifying pyrogenic contaminants in ash and soil; (ii) quantifying ash loads and contaminant concentrations across the burned area; and (iii) estimating the probability and quantity of soil, ash, and associated contaminant entrainment for different rainfall scenarios. The work included refining the capabilities of the new WEPPcloud-WATAR-AU model (Water Erosion Prediction Project cloud-Wildfire Ash Transport And Risk-Australia) for predicting sediment, ash, and contaminant transport, aided by outcomes from previous collaborative postfire research in the catchment. Approximately two weeks after the Green Wattle Creek Fire was contained, an extreme rainfall event ( 276 mm in 72 h) caused extensive ash and sediment delivery into the reservoir. The risk assessment informed on-ground monitoring and operational mitigation measures (deployment of debris-catching booms and adjustment of the water supply system configuration), ensuring the continuity of safe water supply to Sydney. WEPPcloud-WATAR-AU outputs can prioritize recovery interventions for managing water quality risks by quantifying contaminants on the hillslopes, anticipating water contamination risk, and identifying areas with high susceptibility to ash and sediment transport. This collaborative interaction among scientists and water managers, aimed also at refining model capabilities and outputs to meet managers' needs, exemplifies the successful outcomes that can be achieved at the interface of industry and science. Integr Environ Assess Manag 2021;17:1151–1161. © 2021 The Authors. Integrated Environmental Assessment and Management published by Wiley Periodicals LLC on behalf of Society of Environmental Toxicology & Chemistry (SETAC).",2021,4/12/23 21:09,4/12/23 21:09,4/12/23 21:09,1151-1161,,6,17,,,Designing tools to predict and mitigate impacts on water quality following the Australian 2019/2020 wildfires,,,,,,,en,,,,,Wiley Online Library,,_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/ieam.4406,,C:\Users\guer310\Zotero\storage\TWWBMQQG\Neris et al. - 2021 - Designing tools to predict and mitigate impacts on.pdf,,,Modeling; Bushfire; Drinking water; Water contamination risk; Wildfire ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
